"Município","ibge","latitude","longitude","/Educação/Educação Superior Presencial/Cursos/ Total 2010 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2011 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2012 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2013 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2014 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2015 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2016 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2017 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2018 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2019 (-)","/Educação/Educação Superior Presencial/Cursos/ Total 2020 (-)"
"Mariano Moro","4312005","-27.3568","-52.14670000000","...","...","...","...","...","...","...","...","...","...","..."
"Marques de Souza","4312054","-29.33109999999","-52.09729999999","...","...","...","...","...","...","...","...","...","...","..."
"Mata","4312104","-29.56490000000","-54.46410000000","...","...","...","...","...","...","...","...","...","...","..."
"Mato Castelhano","4312138","-28.28000000000","-52.19319999999","...","...","...","...","...","...","...","...","...","...","..."
"Mato Leitão","4312153","-29.52850000000","-52.12780000000","...","...","...","...","...","...","...","...","...","...","..."
"Mato Queimado","4312179","-28.24750000000","-54.61919999999","...","...","...","...","...","...","...","...","...","...","..."
"Maximiliano de Almeida","4312203","-27.6325","-51.80210000000","...","...","...","...","...","...","...","...","...","...","..."
"Minas do Leão","4312252","-30.13459999999","-52.04229999999","...","...","...","...","...","...","...","...","...","...","..."
"Miraguaí","4312302","-27.497","-53.68910000000","...","...","...","...","...","...","...","...","...","...","..."
"Montauri","4312351","-28.6462","-52.07670000000","...","...","...","...","...","...","...","...","...","...","..."
"Monte Alegre dos Campos","4312377","-28.68049999999","-50.7834","...","...","...","...","...","...","...","...","...","...","..."
"Monte Belo do Sul","4312385","-29.16069999999","-51.63329999999","...","...","...","...","...","...","...","...","...","...","..."
"Montenegro","4312401","-29.68240000000","-51.4679","4","4","8","8","9","9","9","9","10","10","9"
"Mormaço","4312427","-28.6968","-52.6999","...","...","...","...","...","...","...","...","...","...","..."
"Morrinhos do Sul","4312443","-29.35780000000","-49.9328","...","...","...","...","...","...","...","...","...","...","..."
"Morro Redondo","4312450","-31.58869999999","-52.62610000000","...","...","...","...","...","...","...","...","...","...","..."
"Morro Reuter","4312476","-29.5379","-51.08109999999","...","...","...","...","...","...","...","...","...","...","..."
"Mostardas","4312500","-31.10539999999","-50.91669999999","...","...","...","...","...","...","...","...","...","...","..."
"Muçum","4312609","-29.163","-51.87140000000","...","...","...","...","...","...","...","...","...","...","..."
"Muitos Capões","4312617","-28.31319999999","-51.18359999999","...","...","...","...","...","...","...","...","...","...","..."
"Muliterno","4312625","-28.32529999999","-51.7697","...","...","...","...","...","...","...","...","...","...","..."
"Não-Me-Toque","4312658","-28.45479999999","-52.81819999999","...","...","...","...","...","...","...","...","...","...","..."
"Nicolau Vergueiro","4312674","-28.52980000000","-52.46759999999","...","...","...","...","...","...","...","...","...","...","..."
"Nonoai","4312708","-27.3689","-52.77559999999","...","...","...","...","...","...","...","...","...","...","..."
"Nova Alvorada","4312757","-28.68220000000","-52.1631","...","...","...","...","...","...","...","...","...","...","..."
"Nova Araçá","4312807","-28.65370000000","-51.74580000000","...","...","...","...","...","...","...","...","...","...","..."
"Nova Bassano","4312906","-28.72909999999","-51.7072","...","...","...","...","...","...","...","...","...","...","..."
"Nova Boa Vista","4312955","-27.99259999999","-52.97840000000","...","...","...","...","...","...","...","...","...","...","..."
"Nova Bréscia","4313003","-29.2182","-52.0319","...","...","...","...","...","...","...","...","...","...","..."
"Nova Candelária","4313011","-27.61370000000","-54.10739999999","...","...","...","...","...","...","...","...","...","...","..."
"Nova Esperança do Sul","4313037","-29.40660000000","-54.82930000000","...","...","...","...","...","...","...","...","...","...","..."
"Nova Hartz","4313060","-29.5807","-50.90509999999","...","...","...","...","...","...","...","...","...","...","..."
"Nova Pádua","4313086","-29.0275","-51.30980000000","...","...","...","...","...","...","...","...","...","...","..."
"Nova Palma","4313102","-29.471","-53.46889999999","...","...","...","...","...","...","...","...","...","...","..."
"Nova Petrópolis","4313201","-29.37409999999","-51.11350000000","2","2","2","2","2","2","2","2","2","2","2"
"Nova Prata","4313300","-28.77990000000","-51.6113","3","3","3","3","3","3","3","3","3","4","4"
"Nova Ramada","4313334","-28.06670000000","-53.69919999999","...","...","...","...","...","...","...","...","...","...","..."
"Nova Roma do Sul","4313359","-28.98819999999","-51.40950000000","...","...","...","...","...","...","...","...","...","...","..."
"Nova Santa Rita","4313375","-29.85249999999","-51.28370000000","...","...","...","...","...","...","...","...","...","...","..."
"Novo Barreiro","4313490","-27.90769999999","-53.11030000000","...","...","...","...","...","...","...","...","...","...","..."
"Novo Cabrais","4313391","-29.73379999999","-52.94890000000","...","...","...","...","...","2","2","2","1","...","..."
"Novo Hamburgo","4313409","-29.6876","-51.13280000000","58","64","67","68","68","69","69","70","75","80","81"
"Novo Machado","4313425","-27.57649999999","-54.50359999999","...","...","...","...","...","...","...","...","...","...","..."
"Novo Tiradentes","4313441","-27.56490000000","-53.18370000000","...","...","...","...","...","...","...","...","...","...","..."
"Novo Xingu","4313466","-27.74309999999","-53.06159999999","...","...","...","...","...","...","...","...","...","...","..."
"Osório","4313508","-29.88810000000","-50.2667","12","14","17","17","20","21","22","22","20","23","23"
"Paim Filho","4313607","-27.7075","-51.76299999999","...","...","...","...","...","...","...","...","...","...","..."
"Palmares do Sul","4313656","-30.25349999999","-50.51030000000","...","...","...","...","...","...","...","...","...","...","..."
"Palmeira das Missões","4313706","-27.90060000000","-53.31340000000","15","15","13","12","12","12","12","12","12","11","6"
"Palmitinho","4313805","-27.3596","-53.558","...","...","...","...","...","...","...","...","...","...","..."
"Panambi","4313904","-28.28330000000","-53.50229999999","3","4","4","4","4","5","6","6","6","8","10"
"Pantano Grande","4313953","-30.19010000000","-52.37290000000","...","...","...","...","...","...","...","...","...","...","..."
"Paraí","4314001","-28.59639999999","-51.7896","...","...","...","...","...","...","...","...","...","...","..."
"Paraíso do Sul","4314027","-29.67170000000","-53.14399999999","...","...","...","...","...","...","...","...","...","...","..."
"Pareci Novo","4314035","-29.63650000000","-51.39739999999","...","...","...","...","...","...","...","...","...","...","..."
"Parobé","4314050","-29.62430000000","-50.83120000000","...","...","...","...","...","...","...","...","...","...","..."
"Passa Sete","4314068","-29.45769999999","-52.95989999999","...","...","...","...","...","...","...","...","...","...","..."
"Passo do Sobrado","4314076","-29.74800000000","-52.27479999999","...","...","...","...","...","...","...","...","...","...","..."
"Passo Fundo","4314100","-28.2576","-52.40910000000","84","90","95","97","99","109","106","105","113","118","116"
"Paulo Bento","4314134","-27.69780000000","-52.42609999999","...","...","...","...","...","...","...","...","...","...","..."
"Paverama","4314159","-29.54850000000","-51.73389999999","...","...","...","...","...","...","...","...","...","...","..."
"Pedras Altas","4314175","-31.72169999999","-53.58379999999","...","...","...","...","...","...","...","...","...","...","..."
"Pedro Osório","4314209","-31.8642","-52.81839999999","...","...","...","...","...","...","...","...","...","...","..."
"Pejuçara","4314308","-28.4283","-53.65789999999","...","...","...","...","...","...","...","...","...","...","..."
"Pelotas","4314407","-31.76490000000","-52.3371","106","112","125","124","126","129","135","133","130","128","123"
"Picada Café","4314423","-29.44640000000","-51.13669999999","...","...","...","...","...","...","...","...","...","...","..."
"Pinhal","4314456","-27.50799999999","-53.20819999999","...","...","...","...","...","...","...","...","...","...","..."
"Pinhal da Serra","4314464","-27.86339999999","-51.17020000000","...","...","...","...","...","...","...","...","...","...","..."
"Pinhal Grande","4314472","-29.34499999999","-53.32070000000","...","...","...","...","...","...","...","...","...","...","..."
"Pinheirinho do Vale","4314498","-27.21089999999","-53.60799999999","...","...","...","...","...","...","...","...","...","...","..."
"Pinheiro Machado","4314506","-31.5794","-53.37980000000","...","1","1","1","1","1","1","1","...","...","..."
"Pinto Bandeira","4314548","-29.10","-54.45","...","...","...","...","...","...","...","...","...","...","..."
"Pirapó","4314555","-28.04390000000","-55.20009999999","...","...","...","...","...","...","...","...","...","...","..."
"Piratini","4314605","-31.44729999999","-53.09729999999","...","...","...","...","...","...","...","...","...","...","..."
"Planalto","4314704","-27.32969999999","-53.05750000000","...","...","...","...","...","...","...","...","...","...","..."
"Poço das Antas","4314753","-29.4481","-51.67190000000","...","...","...","...","...","...","...","...","...","...","..."
"Pontão","4314779","-28.05849999999","-52.67909999999","...","...","...","...","...","...","...","...","...","...","..."
"Ponte Preta","4314787","-27.6587","-52.4848","...","...","...","...","...","...","...","...","...","...","..."
"Portão","4314803","-29.70149999999","-51.24289999999","...","...","...","...","...","...","...","...","...","...","..."
"Porto Alegre","4314902","-30.032778","-51.23000000000","283","313","334","344","366","397","412","434","447","451","450"
"Porto Lucena","4315008","-27.8569","-55.00999999999","...","...","...","...","...","...","...","...","...","...","..."
"Porto Mauá","4315057","-27.57959999999","-54.66570000000","...","...","...","...","...","...","...","...","...","...","..."
"Porto Vera Cruz","4315073","-27.74050000000","-54.8994","...","...","...","...","...","...","...","...","...","...","..."
"Porto Xavier","4315107","-27.90820000000","-55.13790000000","...","...","...","...","...","...","...","...","...","...","..."
"Pouso Novo","4315131","-29.1738","-52.2136","...","...","...","...","...","...","...","...","...","...","..."
"Presidente Lucena","4315149","-29.51760000000","-51.1798","...","...","...","...","...","...","...","...","...","...","..."
"Progresso","4315156","-29.24419999999","-52.31969999999","...","...","...","...","...","...","...","...","...","...","..."
"Protásio Alves","4315172","-28.75720000000","-51.47570000000","...","...","...","...","...","...","...","...","...","...","..."
"Putinga","4315206","-29.0045","-52.1569","...","...","...","...","...","...","...","...","...","...","..."
"Quaraí","4315305","-30.384","-56.44830000000","...","...","...","...","...","...","...","...","...","...","..."
"Quatro Irmãos","4315313","-27.81629999999","-52.44189999999","...","...","...","...","...","...","...","...","...","...","..."
"Quevedos","4315321","-29.3504","-54.07889999999","...","...","...","...","...","...","...","...","...","...","..."
"Quinze de Novembro","4315354","-28.74650000000","-53.10110000000","...","...","...","...","...","...","...","...","...","...","..."
"Redentora","4315404","-27.66400000000","-53.64070000000","...","...","...","...","...","...","...","...","...","...","..."
"Relvado","4315453","-29.11639999999","-52.07780000000","...","...","...","...","...","...","...","...","...","...","..."
"Restinga Sêca","4315503","-29.8188","-53.38069999999","2","2","3","3","3","4","4","5","5","5","5"
"Rio dos Índios","4315552","-27.2973","-52.84170000000","...","...","...","...","...","...","...","...","...","...","..."
"Rio Grande","4315602","-32.0349","-52.10710000000","50","54","57","57","58","59","61","60","59","60","59"
"Rio Pardo","4315701","-29.988","-52.37109999999","...","...","...","...","...","...","...","...","...","...","..."
"Riozinho","4315750","-29.63899999999","-50.44879999999","...","...","...","...","...","...","...","...","...","...","..."
"Roca Sales","4315800","-29.28839999999","-51.8658","...","...","...","...","...","...","...","...","...","...","..."
"Rodeio Bonito","4315909","-27.4742","-53.1706","...","...","...","...","...","...","...","...","...","...","..."
"Rolador","4315958","-28.25767000000","-54.81864000000","...","...","...","...","...","...","...","...","...","...","..."
"Rolante","4316006","-29.6462","-50.58189999999","...","...","...","...","...","...","...","1","1","1","1"
"Ronda Alta","4316105","-27.7758","-52.80559999999","...","...","...","...","...","...","...","...","...","...","..."
"Rondinha","4316204","-27.83149999999","-52.90809999999","...","...","...","...","...","...","...","...","...","...","..."
"Roque Gonzales","4316303","-28.1297","-55.02660000000","...","...","...","...","...","...","...","...","...","...","..."
"Rosário do Sul","4316402","-30.2515","-54.9221","...","...","...","...","...","...","...","...","...","...","..."
"Sagrada Família","4316428","-27.70850000000","-53.13510000000","...","...","...","...","...","...","...","...","...","...","..."
"Saldanha Marinho","4316436","-28.39410000000","-53.09700000000","...","...","...","...","...","...","...","...","...","...","..."
"Salto do Jacuí","4316451","-29.09509999999","-53.21329999999","...","...","...","...","...","...","...","...","...","...","..."
"Salvador das Missões","4316477","-28.1233","-54.83729999999","...","...","...","...","...","...","...","...","...","...","..."
"Salvador do Sul","4316501","-29.43860000000","-51.5077","...","...","...","...","...","...","...","...","...","...","..."
"Sananduva","4316600","-27.94699999999","-51.80789999999","2","3","3","3","3","3","2","2","2","3","3"
"Santa Bárbara do Sul","4316709","-28.36530000000","-53.25099999999","...","...","...","...","...","...","...","...","...","...","..."
"Santa Cecília do Sul","4316733","-28.15370000000","-51.92960000000","...","...","...","...","...","...","...","...","...","...","..."
"Santa Clara do Sul","4316758","-29.47469999999","-52.08429999999","...","...","...","...","...","...","...","...","...","...","..."
"Santa Cruz do Sul","4316808","-29.72200000000","-52.4343","54","54","54","53","55","55","56","59","65","68","70"
"Santa Margarida do Sul","4316972","-30.32959999999","-54.08229999999","...","...","...","...","...","...","...","...","...","...","..."
"Santa Maria","4316907","-29.68680000000","-53.81499999999","125","126","131","134","136","140","141","146","146","145","144"
"Santa Maria do Herval","4316956","-29.49020000000","-50.99190000000","...","...","...","...","...","...","...","...","...","...","..."
"Santa Rosa","4317202","-27.87020000000","-54.47959999999","25","26","26","23","20","20","21","21","20","25","25"
"Santa Tereza","4317251","-29.16550000000","-51.73510000000","...","...","...","...","...","...","...","...","...","...","..."
"Santa Vitória do Palmar","4317301","-33.52499999999","-53.37169999999","3","3","2","2","4","6","6","6","5","5","5"
"Santana da Boa Vista","4317004","-30.86970000000","-53.10999999999","...","...","...","...","...","...","...","...","...","...","..."
"Santana do Livramento","4317103","-30.88769999999","-55.53150000000","17","15","15","14","14","15","15","15","14","14","14"
"Santiago","4317400","-29.18969999999","-54.86659999999","16","16","17","16","16","13","13","13","13","15","16"
"Santo Ângelo","4317509","-28.3001","-54.26680000000","27","28","28","31","31","31","33","34","34","40","43"
"Santo Antônio da Patrulha","4317608","-29.82679999999","-50.51749999999","2","2","2","2","3","3","3","3","3","5","5"
"Santo Antônio das Missões","4317707","-28.51399999999","-55.22509999999","...","...","...","...","...","...","...","...","...","...","..."
"Santo Antônio do Palma","4317558","-28.4956","-52.02669999999","...","...","...","...","...","...","...","...","...","...","..."
"Santo Antônio do Planalto","4317756","-28.40309999999","-52.69919999999","...","...","...","...","...","...","...","...","...","...","..."
"Santo Augusto","4317806","-27.85259999999","-53.7776","5","6","6","6","6","7","4","8","6","6","6"
"Santo Cristo","4317905","-27.8263","-54.66199999999","...","...","...","...","...","...","...","...","...","...","..."
"Santo Expedito do Sul","4317954","-27.90739999999","-51.64330000000","...","...","...","...","...","...","...","...","...","...","..."
"São Borja","4318002","-28.65780000000","-56.00359999999","15","15","18","18","18","14","14","14","12","13","13"
"São Domingos do Sul","4318051","-28.53119999999","-51.88600000000","...","...","...","...","...","...","...","...","...","...","..."
"São Francisco de Assis","4318101","-29.5547","-55.12530000000","...","...","...","...","...","...","...","...","...","...","..."
"São Francisco de Paula","4318200","-29.4404","-50.58279999999","2","2","2","3","3","4","3","3","3","3","3"
"São Gabriel","4318309","-30.3337","-54.3217","12","12","10","10","10","9","10","10","10","10","10"
"São Jerônimo","4318408","-29.97159999999","-51.72509999999","12","12","12","13","13","12","11","10","9","9","9"
"São João da Urtiga","4318424","-27.81950000000","-51.82569999999","...","...","...","...","...","...","...","...","...","...","..."
"São João do Polêsine","4318432","-29.61939999999","-53.44389999999","...","...","...","...","...","...","...","...","...","...","..."
"São Jorge","4318440","-28.4984","-51.70640000000","...","...","...","...","...","...","...","...","...","...","..."
"São José das Missões","4318457","-27.7789","-53.12259999999","...","...","...","...","...","...","...","...","...","...","..."
"São José do Herval","4318465","-29.052","-52.29500000000","...","...","...","...","...","...","...","...","...","...","..."
"São José do Hortêncio","4318481","-29.52799999999","-51.24500000000","...","...","...","...","...","...","...","...","...","...","..."
"São José do Inhacorá","4318499","-27.72510000000","-54.12749999999","...","...","...","...","...","...","...","...","...","...","..."
"São José do Norte","4318507","-32.01509999999","-52.03309999999","...","...","...","...","...","...","...","...","...","...","..."
"São José do Ouro","4318606","-27.77070000000","-51.59660000000","...","...","...","...","...","...","...","...","...","...","..."
"São José do Sul","4318614","-29.529","-51.48709999999","...","...","...","...","...","...","...","...","...","...","..."
"São José dos Ausentes","4318622","-28.74759999999","-50.06770000000","...","...","...","...","...","...","...","...","...","...","..."
"São Leopoldo","4318705","-29.7545","-51.14979999999","64","68","72","73","72","71","71","71","74","73","73"
"São Lourenço do Sul","4318804","-31.35640000000","-51.97149999999","1","1","1","1","3","3","4","4","4","4","5"
"São Luiz Gonzaga","4318903","-28.41199999999","-54.9559","10","11","11","9","11","13","11","11","9","9","10"
"São Marcos","4319000","-28.96770000000","-51.06960000000","...","...","...","2","2","2","2","2","2","2","2"
"São Martinho","4319109","-27.71120000000","-53.96990000000","...","...","...","...","...","...","...","...","...","...","..."
"São Martinho da Serra","4319125","-29.5397","-53.85900000000","...","...","...","...","...","...","...","...","...","...","..."
"São Miguel das Missões","4319158","-28.55600000000","-54.55590000000","...","...","...","...","...","...","...","...","...","...","..."
"São Nicolau","4319208","-28.18339999999","-55.2654","...","...","...","...","...","...","...","...","...","...","..."
"São Paulo das Missões","4319307","-28.01950000000","-54.94039999999","1","1","1","1","1","2","2","2","2","2","..."
"São Pedro da Serra","4319356","-29.4193","-51.51339999999","...","...","...","...","...","...","...","...","...","...","..."
"São Pedro das Missões","4319364","-27.77321999999","-53.25047","...","...","...","...","...","...","...","...","...","...","..."
"São Pedro do Butiá","4319372","-28.12430000000","-54.89260000000","...","...","...","...","...","...","...","...","...","...","..."
"São Pedro do Sul","4319406","-29.62020000000","-54.18549999999","...","...","...","...","...","...","...","...","...","...","..."
"São Sebastião do Caí","4319505","-29.5885","-51.37489999999","5","4","4","4","4","4","4","4","4","5","4"
"São Sepé","4319604","-30.16430000000","-53.56029999999","...","...","...","...","...","...","...","...","...","...","..."
"São Valentim","4319703","-27.55829999999","-52.52369999999","...","...","...","...","...","...","...","...","...","...","..."
"São Valentim do Sul","4319711","-29.04510000000","-51.7684","...","...","...","...","...","...","...","...","...","...","..."
"São Valério do Sul","4319737","-27.79060000000","-53.93679999999","...","...","...","...","...","...","...","...","...","...","..."
"São Vendelino","4319752","-29.37290000000","-51.3675","...","...","...","...","...","...","...","...","...","...","..."
"São Vicente do Sul","4319802","-29.68819999999","-54.68260000000","4","5","5","5","5","7","7","7","6","6","6"
"Sapiranga","4319901","-29.63489999999","-51.00650000000","...","...","...","...","...","...","...","...","...","...","..."
"Sapucaia do Sul","4320008","-29.8276","-51.14500000000","7","8","8","7","7","6","6","6","4","4","1"
"Sarandi","4320107","-27.942","-52.92309999999","6","6","6","3","3","3","8","8","11","11","12"
"Seberi","4320206","-27.48290000000","-53.4026","...","...","...","...","...","...","...","...","...","...","..."
"Sede Nova","4320230","-27.63670000000","-53.94930000000","...","...","...","...","...","...","...","...","...","...","..."
"Segredo","4320263","-29.3523","-52.97670000000","...","...","...","...","...","...","...","...","...","...","..."
"Selbach","4320305","-28.6294","-52.94980000000","...","...","...","...","...","...","...","...","...","...","..."
"Senador Salgado Filho","4320321","-28.02500000000","-54.55069999999","...","...","...","...","...","...","...","...","...","...","..."
"Sentinela do Sul","4320354","-30.61070000000","-51.58619999999","...","...","...","...","...","...","...","...","...","...","..."
"Serafina Corrêa","4320404","-28.71259999999","-51.93529999999","...","...","...","...","...","...","...","...","...","...","..."
"Sério","4320453","-29.3904","-52.26850000000","...","...","...","...","...","...","...","...","...","...","..."
"Sertão","4320503","-27.97980000000","-52.25880000000","6","7","7","8","8","8","9","9","9","9","9"
"Sertão Santana","4320552","-30.45619999999","-51.60170000000","...","...","...","...","...","...","...","...","...","...","..."
"Sete de Setembro","4320578","-28.13619999999","-54.46370000000","...","...","...","...","...","...","...","...","...","...","..."
"Severiano de Almeida","4320602","-27.43619999999","-52.12169999999","...","...","...","...","...","...","...","...","...","...","..."
"Silveira Martins","4320651","-29.64669999999","-53.59100000000","4","4","5","5","5","5","6","1","...","...","..."
"Sinimbu","4320677","-29.53569999999","-52.53050000000","...","...","...","...","...","...","...","...","...","...","..."
"Sobradinho","4320701","-29.4194","-53.03260000000","5","5","4","4","3","3","3","3","3","3","3"
"Soledade","4320800","-28.8306","-52.51310000000","9","9","8","7","8","8","7","7","7","6","6"
"Tabaí","4320859","-29.64300000000","-51.68229999999","...","...","...","...","...","...","...","...","...","...","..."
"Tapejara","4320909","-28.06520000000","-52.00970000000","1","2","2","2","2","2","2","4","4","4","..."
"Tapera","4321006","-28.62770000000","-52.86119999999","...","...","...","...","...","...","...","...","...","...","..."
"Tapes","4321105","-30.66829999999","-51.39909999999","2","2","1","2","2","2","2","3","3","2","2"
"Taquara","4321204","-29.65050000000","-50.77530000000","15","16","16","16","16","18","19","20","20","20","20"
"Taquari","4321303","-29.7943","-51.86529999999","...","...","...","...","...","...","...","...","...","...","..."
"Taquaruçu do Sul","4321329","-27.40040000000","-53.47030000000","...","...","...","...","...","...","...","...","...","...","..."
"Tavares","4321352","-31.28430000000","-51.08800000000","...","...","...","...","...","...","...","...","...","...","..."
"Tenente Portela","4321402","-27.37109999999","-53.75849999999","...","...","...","...","...","...","...","...","...","...","..."
"Terra de Areia","4321436","-29.57819999999","-50.06439999999","...","...","...","...","...","...","...","...","...","...","..."
"Teutônia","4321451","-29.4482","-51.80440000000","...","...","...","...","...","...","...","...","...","...","..."
"Tio Hugo","4321469","-28.57404","-52.59490000000","...","...","...","...","...","...","...","...","...","...","..."
"Tiradentes do Sul","4321477","-27.40220000000","-54.08140000000","...","...","...","...","...","...","...","...","...","...","..."
"Toropi","4321493","-29.47820000000","-54.22440000000","...","...","...","...","...","...","...","...","...","...","..."
"Torres","4321501","-29.33340000000","-49.7333","17","17","17","17","16","15","14","13","13","13","13"
"Tramandaí","4321600","-29.98410000000","-50.13219999999","...","...","...","...","2","2","2","5","6","6","6"
"Travesseiro","4321626","-29.29769999999","-52.05319999999","...","...","...","...","...","...","...","...","...","...","..."
"Três Arroios","4321634","-27.50029999999","-52.14479999999","...","...","...","...","...","...","...","...","...","...","..."
"Três Cachoeiras","4321667","-29.44869999999","-49.92750000000","...","...","...","...","...","...","...","...","...","...","..."
"Três Coroas","4321709","-29.5137","-50.77389999999","...","...","...","...","...","...","...","...","...","...","..."
"Três de Maio","4321808","-27.78000000000","-54.23570000000","8","9","9","9","9","10","10","11","11","12","12"
"Três Forquilhas","4321832","-29.53839999999","-50.07079999999","...","...","...","...","...","...","...","...","...","...","..."
"Três Palmeiras","4321857","-27.61390000000","-52.84369999999","...","...","...","...","...","...","...","...","...","...","..."
"Três Passos","4321907","-27.45550000000","-53.92960000000","4","5","4","5","5","5","5","5","4","4","4"
"Trindade do Sul","4321956","-27.52390000000","-52.89560000000","...","...","...","...","...","...","...","...","...","...","..."
"Triunfo","4322004","-29.92909999999","-51.70750000000","...","...","...","...","...","...","...","...","...","...","..."
"Tucunduva","4322103","-27.65729999999","-54.44389999999","...","...","...","...","...","...","...","...","...","...","..."
"Tunas","4322152","-29.10389999999","-52.95380000000","...","...","...","...","...","...","...","...","...","...","..."
"Tupanci do Sul","4322186","-27.92409999999","-51.5383","...","...","...","...","...","...","...","...","...","...","..."
"Tupanciretã","4322202","-29.08579999999","-53.84449999999","...","...","...","...","...","...","...","...","...","...","..."
"Tupandi","4322251","-29.4772","-51.41740000000","...","...","...","...","...","...","...","...","...","...","..."
"Tuparendi","4322301","-27.75979999999","-54.48140000000","...","...","...","...","...","...","...","...","...","...","..."
"Turuçu","4322327","-31.41730000000","-52.1706","...","...","...","...","...","...","...","...","...","...","..."
"Ubiretama","4322343","-28.04040000000","-54.68589999999","...","...","...","...","...","...","...","...","...","...","..."
"União da Serra","4322350","-28.78330000000","-52.02380000000","...","...","...","...","...","...","...","...","...","...","..."
"Unistalda","4322376","-29.03999999999","-55.15169999999","...","...","...","...","...","...","...","...","...","...","..."
"Uruguaiana","4322400","-29.76139999999","-57.08529999999","18","18","16","12","7","7","8","8","8","13","13"
"Vacaria","4322509","-28.50789999999","-50.94180000000","14","14","14","14","13","12","14","15","13","13","14"
"Vale do Sol","4322533","-29.59669999999","-52.68390000000","...","...","...","...","...","...","...","...","...","...","..."
"Vale Real","4322541","-29.3919","-51.25589999999","...","...","...","...","...","...","...","...","...","...","..."
"Vale Verde","4322525","-29.7864","-52.18569999999","...","...","...","...","...","...","...","...","...","...","..."
"Vanini","4322558","-28.4758","-51.84470000000","...","...","...","...","...","...","...","...","...","...","..."
"Venâncio Aires","4322608","-29.6143","-52.19319999999","4","4","3","2","2","2","2","2","2","2","3"
"Vera Cruz","4322707","-29.71839999999","-52.5152","...","...","...","...","...","...","...","...","...","...","..."
"Veranópolis","4322806","-28.9312","-51.55160000000","1","1","1","1","1","1","1","...","2","2","2"
"Vespasiano Correa","4322855","-29.0655","-51.86250000000","...","...","...","...","...","...","...","...","...","...","..."
"Viadutos","4322905","-27.5716","-52.02109999999","...","...","...","...","...","...","...","...","...","...","..."
"Viamão","4323002","-30.08190000000","-51.01939999999","1","1","1","...","...","...","...","2","4","2","2"
"Vicente Dutra","4323101","-27.16079999999","-53.40220000000","...","...","...","...","...","...","...","...","...","...","..."
"Victor Graeff","4323200","-28.56319999999","-52.74949999999","...","...","...","...","...","...","...","...","...","...","..."
"Vila Flores","4323309","-28.8598","-51.55040000000","...","...","...","...","...","...","...","...","...","...","..."
"Vila Lângaro","4323358","-28.10620000000","-52.14379999999","...","...","...","...","...","...","...","...","...","...","..."
"Vila Maria","4323408","-28.53590000000","-52.14869999999","...","...","...","...","...","...","...","...","...","...","..."
"Vila Nova do Sul","4323457","-30.3461","-53.87599999999","...","...","...","...","...","...","...","...","...","...","..."
"Vista Alegre","4323507","-27.36860000000","-53.49190000000","...","...","...","...","...","...","...","...","...","...","..."
"Vista Alegre do Prata","4323606","-28.80519999999","-51.79460000000","...","...","...","...","...","...","...","...","...","...","..."
"Vista Gaúcha","4323705","-27.29019999999","-53.69740000000","...","...","...","...","...","...","...","...","...","...","..."
"Vitória das Missões","4323754","-28.35160000000","-54.50399999999","...","...","...","...","...","...","...","...","...","...","..."
"Westfalia","4323770","-29.37440000000","-51.74629999999","...","...","...","...","...","...","...","...","...","...","..."
"Xangri-lá","4323804","-29.8065","-50.05190000000","...","...","...","...","...","...","...","...","...","...","..."